UKRADENA PRIČA	0.0	http://www.cinexio.com/sofia/movie/4	http://www.imdb.com/title/tt1840417/	7.1
0
MERIDA HRABRA	19.	http://www.cinexio.com/sofia/movie/7	http://www.imdb.com/title/tt1217209/	7.2
0
Bourneovo naslijeđe	0.0	http://www.cinexio.com/sofia/movie/18	http://www.imdb.com/title/tt1194173/	6.7
0
Ted	5.0	http://www.cinexio.com/sofia/movie/21	null	null
0
Vila	3.0	http://www.cinexio.com/sofia/movie/24	null	null
0
Cezar mora umrijeti	67.	http://www.cinexio.com/sofia/movie/25	http://www.imdb.com/title/tt2177511/	7.3
0
Asterix i Obelix u Britaniji	4.4	http://www.cinexio.com/sofia/movie/39	null	null
0
Barbara	39.	http://www.cinexio.com/sofia/movie/40	http://www.imdb.com/title/tt2178941/	7.2
0
Halimin put	0.0	http://www.cinexio.com/sofia/movie/41	http://www.imdb.com/title/tt2244877/	7.8
0
Looper	4.	http://www.cinexio.com/sofia/movie/43	http://www.imdb.com/title/tt1276104/	7.6
0
Mamurni kumovi	0.0	http://www.cinexio.com/sofia/movie/44	null	null
0
Nedodirljivi	75.	http://www.cinexio.com/sofia/movie/45	http://www.imdb.com/title/tt1675434/	8.6
0
Oteta	1.3	http://www.cinexio.com/sofia/movie/46	null	null
0
Paranormalno 4	24.	http://www.cinexio.com/sofia/movie/47	http://www.imdb.com/title/tt2109184/	4.5
0
Pismo ćaći	0.0	http://www.cinexio.com/sofia/movie/48	null	null
0
Rimu, s ljubavlju	43.	http://www.cinexio.com/sofia/movie/49	http://www.imdb.com/title/tt1859650/	6.3
0
Samo vjetar	0.0	http://www.cinexio.com/sofia/movie/51	null	null
0
Silent Hill: Otkrivenje	2.3	http://www.cinexio.com/sofia/movie/52	null	null
0
Skyfall	92.	http://www.cinexio.com/sofia/movie/53	http://www.imdb.com/title/tt1074638/	7.8
0
Začin za brak	3.	http://www.cinexio.com/sofia/movie/55	http://www.imdb.com/title/tt1535438/	6.3
0
Zla kob	3.0	http://www.cinexio.com/sofia/movie/56	null	null
0
